carat,cut,color,clarity,depth,table,price,x,y,z,volume,x/y_ratio,t/d_ratio,category_color,category_clarity
0.92,Premium,G,SI2,62.3,59.0,3377,6.15,6.2,3.85,146.8,0.99,0.95,Near Colorless,Slightly Included
1.14,Premium,F,SI1,62.5,59.0,5228,6.67,6.65,4.16,184.52,1.0,0.94,Colorless,Slightly Included
1.32,Ideal,E,VS2,62.0,56.0,10919,7.02,7.07,4.37,216.89,0.99,0.9,Colorless,Very Slightly Included
2.02,Premium,J,SI2,62.7,60.0,11463,7.98,8.1,5.04,325.78,0.99,0.96,Near Colorless,Slightly Included
0.36,Ideal,D,VS2,61.0,56.0,852,4.59,4.63,2.81,59.72,0.99,0.92,Colorless,Very Slightly Included
1.05,Very Good,H,VS2,63.3,58.0,5236,6.42,6.48,4.08,169.73,0.99,0.92,Near Colorless,Very Slightly Included
1.05,Premium,G,I1,61.7,59.0,2378,6.58,6.47,4.02,171.14,1.02,0.96,Near Colorless,Included
1.08,Ideal,G,VS2,62.3,57.0,7295,6.53,6.57,4.08,175.04,0.99,0.91,Near Colorless,Very Slightly Included
0.24,Very Good,F,VS1,61.0,57.0,461,4.01,4.04,2.45,39.69,0.99,0.93,Colorless,Very Slightly Included
0.27,Very Good,G,VS2,61.5,57.0,439,4.18,4.22,2.58,45.51,0.99,0.93,Near Colorless,Very Slightly Included
0.9,Fair,G,SI1,72.9,54.0,2691,5.74,5.67,4.16,135.39,1.01,0.74,Near Colorless,Slightly Included
0.7,Good,H,VVS2,60.5,62.0,2611,5.66,5.74,3.45,112.08,0.99,1.02,Near Colorless,Very Very Slightly Included
1.25,Ideal,H,SI1,62.2,57.0,6783,6.9,6.86,4.28,202.59,1.01,0.92,Near Colorless,Slightly Included
0.35,Ideal,I,VS1,60.9,57.0,552,4.54,4.59,2.78,57.93,0.99,0.94,Near Colorless,Very Slightly Included
0.71,Fair,H,VS2,62.1,70.0,1832,5.67,5.6,3.5,111.13,1.01,1.13,Near Colorless,Very Slightly Included
0.9,Fair,F,SI2,65.7,59.0,2964,6.03,5.99,3.95,142.67,1.01,0.9,Colorless,Slightly Included
1.45,Very Good,I,IF,60.6,61.0,9683,7.32,7.41,4.46,241.92,0.99,1.01,Near Colorless,Internally Flawless
0.32,Ideal,H,IF,61.1,56.0,1116,4.46,4.45,2.72,53.98,1.0,0.92,Near Colorless,Internally Flawless
0.9,Good,E,VS1,59.3,56.0,5356,6.27,6.32,3.73,147.81,0.99,0.94,Colorless,Very Slightly Included
0.35,Premium,E,SI1,59.7,60.0,788,4.58,4.53,2.72,56.43,1.01,1.01,Colorless,Slightly Included
0.23,Very Good,E,VVS1,62.9,59.0,518,3.9,3.95,2.47,38.05,0.99,0.94,Colorless,Very Very Slightly Included
0.58,Very Good,J,VS2,62.8,57.0,1090,5.28,5.33,3.33,93.71,0.99,0.91,Near Colorless,Very Slightly Included
0.52,Good,F,SI1,63.8,56.0,1338,5.12,5.07,3.25,84.36,1.01,0.88,Colorless,Slightly Included
0.7,Very Good,F,SI1,61.4,57.0,2161,5.73,5.77,3.53,116.71,0.99,0.93,Colorless,Slightly Included
1.5,Good,G,SI1,62.9,58.0,10271,7.17,7.3,4.55,238.15,0.98,0.92,Near Colorless,Slightly Included
1.03,Very Good,F,SI2,62.2,56.0,4449,6.51,6.48,4.04,170.43,1.0,0.9,Colorless,Slightly Included
0.71,Very Good,F,SI1,61.8,58.0,2436,5.72,5.81,3.56,118.31,0.98,0.94,Colorless,Slightly Included
0.25,Very Good,E,VS1,59.9,56.0,436,4.1,4.15,2.47,42.03,0.99,0.93,Colorless,Very Slightly Included
0.34,Ideal,E,VS1,61.8,56.0,1033,4.51,4.47,2.78,56.04,1.01,0.91,Colorless,Very Slightly Included
1.01,Ideal,G,VS1,59.1,55.0,7059,6.6,6.53,3.88,167.22,1.01,0.93,Near Colorless,Very Slightly Included
0.6,Ideal,D,VS2,61.4,53.0,2473,5.45,5.5,3.36,100.72,0.99,0.86,Colorless,Very Slightly Included
1.1,Ideal,F,IF,62.0,57.0,11233,6.65,6.57,4.1,179.13,1.01,0.92,Colorless,Internally Flawless
1.5,Premium,H,VS1,62.1,59.0,11189,7.31,7.27,4.53,240.74,1.01,0.95,Near Colorless,Very Slightly Included
0.41,Ideal,D,VVS1,62.3,57.0,1582,4.77,4.73,2.96,66.78,1.01,0.91,Colorless,Very Very Slightly Included
0.3,Good,D,VS1,61.7,62.0,632,4.18,4.21,2.59,45.58,0.99,1.0,Colorless,Very Slightly Included
0.32,Ideal,E,VVS1,61.7,56.0,954,4.4,4.42,2.72,52.9,1.0,0.91,Colorless,Very Very Slightly Included
1.24,Ideal,I,SI2,60.7,57.0,4937,6.98,6.92,4.22,203.83,1.01,0.94,Near Colorless,Slightly Included
0.71,Ideal,I,VVS1,62.4,55.0,2559,5.69,5.76,3.57,117.0,0.99,0.88,Near Colorless,Very Very Slightly Included
0.3,Premium,H,VS1,62.3,58.0,675,4.28,4.26,2.66,48.5,1.0,0.93,Near Colorless,Very Slightly Included
0.53,Very Good,D,IF,59.8,60.0,3827,5.22,5.28,3.14,86.54,0.99,1.0,Colorless,Internally Flawless
1.01,Very Good,E,SI2,61.5,56.0,4666,6.45,6.47,3.97,165.67,1.0,0.91,Colorless,Slightly Included
0.8,Premium,F,SI1,61.5,60.0,2890,5.97,5.94,3.66,129.79,1.01,0.98,Colorless,Slightly Included
0.31,Ideal,F,VVS1,60.6,56.0,1140,4.44,4.41,2.68,52.48,1.01,0.92,Colorless,Very Very Slightly Included
0.3,Ideal,H,IF,61.5,56.0,1013,4.34,4.31,2.66,49.76,1.01,0.91,Near Colorless,Internally Flawless
0.31,Ideal,E,VS1,61.7,56.0,734,4.37,4.41,2.71,52.23,0.99,0.91,Colorless,Very Slightly Included
0.31,Ideal,J,VVS2,62.2,54.0,453,4.36,4.39,2.72,52.06,0.99,0.87,Near Colorless,Very Very Slightly Included
1.51,Ideal,D,SI1,60.7,59.0,12648,7.47,7.42,4.52,250.53,1.01,0.97,Colorless,Slightly Included
1.05,Premium,G,SI2,62.7,54.0,4018,6.51,6.48,4.07,171.69,1.0,0.86,Near Colorless,Slightly Included
2.0,Ideal,F,SI2,62.6,57.0,18172,8.08,8.01,5.04,326.19,1.01,0.91,Colorless,Slightly Included
1.01,Premium,H,SI1,62.1,57.0,3869,6.47,6.37,3.99,164.44,1.02,0.92,Near Colorless,Slightly Included
1.0,Very Good,D,SI2,62.8,58.0,4595,6.29,6.39,3.98,159.97,0.98,0.92,Colorless,Slightly Included
0.27,Ideal,I,VVS2,61.2,56.0,587,4.18,4.2,2.56,44.94,1.0,0.92,Near Colorless,Very Very Slightly Included
0.51,Premium,E,SI1,62.4,59.0,1381,5.07,5.12,3.18,82.55,0.99,0.95,Colorless,Slightly Included
0.25,Very Good,E,VVS2,61.7,57.0,548,4.08,4.12,2.53,42.53,0.99,0.92,Colorless,Very Very Slightly Included
0.51,Ideal,G,VS2,62.2,54.0,1443,5.11,5.14,3.19,83.79,0.99,0.87,Near Colorless,Very Slightly Included
0.61,Very Good,D,SI1,62.4,59.0,1622,5.42,5.45,3.39,100.14,0.99,0.95,Colorless,Slightly Included
0.32,Very Good,I,SI1,63.1,56.0,554,4.39,4.36,2.76,52.83,1.01,0.89,Near Colorless,Slightly Included
0.42,Ideal,J,VS1,61.4,55.0,664,4.83,4.85,2.97,69.57,1.0,0.9,Near Colorless,Very Slightly Included
0.42,Ideal,G,SI2,62.3,55.0,686,4.8,4.83,3.0,69.55,0.99,0.88,Near Colorless,Slightly Included
0.51,Very Good,E,SI1,62.9,57.0,1304,5.06,5.11,3.2,82.74,0.99,0.91,Colorless,Slightly Included
0.78,Ideal,H,SI1,61.1,57.0,2616,5.9,5.94,3.62,126.87,0.99,0.93,Near Colorless,Slightly Included
1.5,Very Good,D,SI2,64.0,56.0,10730,7.17,7.23,4.61,238.98,0.99,0.88,Colorless,Slightly Included
0.72,Good,F,VS1,60.7,60.0,2795,5.74,5.72,3.48,114.26,1.0,0.99,Colorless,Very Slightly Included
1.1,Premium,H,SI2,62.6,57.0,4435,6.6,6.56,4.12,178.38,1.01,0.91,Near Colorless,Slightly Included
0.7,Premium,F,SI1,60.8,58.0,2415,5.78,5.74,3.5,116.12,1.01,0.95,Colorless,Slightly Included
1.01,Premium,G,VS2,61.2,59.0,5131,6.43,6.37,3.92,160.56,1.01,0.96,Near Colorless,Very Slightly Included
1.11,Good,J,IF,58.3,62.0,5361,6.77,6.84,3.97,183.84,0.99,1.06,Near Colorless,Internally Flawless
0.31,Ideal,J,VS2,61.8,54.1,400,4.35,4.38,2.7,51.44,0.99,0.88,Near Colorless,Very Slightly Included
1.8,Ideal,F,SI1,61.8,57.0,16364,7.79,7.83,4.83,294.61,0.99,0.92,Colorless,Slightly Included
0.41,Ideal,F,VS1,60.8,57.0,1076,4.8,4.77,2.91,66.63,1.01,0.94,Colorless,Very Slightly Included
1.75,Ideal,I,VVS2,62.1,56.0,14394,7.72,7.69,4.79,284.37,1.0,0.9,Near Colorless,Very Very Slightly Included
0.55,Ideal,F,VS2,62.1,55.0,1871,5.27,5.25,3.26,90.2,1.0,0.89,Colorless,Very Slightly Included
0.37,Ideal,D,SI1,61.5,57.0,681,4.6,4.63,2.84,60.49,0.99,0.93,Colorless,Slightly Included
0.39,Ideal,G,IF,60.1,57.0,1624,4.74,4.77,2.85,64.44,0.99,0.95,Near Colorless,Internally Flawless
0.71,Ideal,I,SI1,62.2,55.0,2376,5.7,5.75,3.56,116.68,0.99,0.88,Near Colorless,Slightly Included
0.43,Premium,H,VS1,60.0,59.0,867,4.86,4.98,2.95,71.4,0.98,0.98,Near Colorless,Very Slightly Included
0.59,Ideal,E,VS2,62.1,55.0,1875,5.4,5.42,3.36,98.34,1.0,0.89,Colorless,Very Slightly Included
0.72,Ideal,I,VVS2,61.3,56.0,2591,5.77,5.8,3.55,118.8,0.99,0.91,Near Colorless,Very Very Slightly Included
0.32,Ideal,G,VVS1,61.8,54.0,814,4.41,4.43,2.73,53.33,1.0,0.87,Near Colorless,Very Very Slightly Included
0.56,Ideal,E,VS2,61.5,57.0,1819,5.27,5.3,3.25,90.78,0.99,0.93,Colorless,Very Slightly Included
1.51,Fair,H,SI1,65.8,62.0,8260,7.1,7.06,4.66,233.59,1.01,0.94,Near Colorless,Slightly Included
0.82,Ideal,E,SI2,62.1,56.0,2937,6.01,5.98,3.72,133.7,1.01,0.9,Colorless,Slightly Included
1.3,Very Good,E,SI1,59.1,60.0,7963,7.12,7.17,4.22,215.43,0.99,1.02,Colorless,Slightly Included
0.37,Very Good,E,VS1,62.0,56.0,925,4.59,4.63,2.86,60.78,0.99,0.9,Colorless,Very Slightly Included
0.24,Very Good,E,VVS2,61.1,60.0,478,4.01,4.07,2.47,40.31,0.99,0.98,Colorless,Very Very Slightly Included
1.0,Fair,F,SI1,65.4,59.0,4798,6.27,6.2,4.08,158.61,1.01,0.9,Colorless,Slightly Included
1.63,Very Good,G,VS2,62.5,57.0,13253,7.46,7.49,4.67,260.94,1.0,0.91,Near Colorless,Very Slightly Included
1.38,Premium,G,VS1,62.4,58.0,10850,7.14,7.09,4.44,224.76,1.01,0.93,Near Colorless,Very Slightly Included
2.04,Very Good,J,VS2,62.4,57.0,13825,8.04,8.19,5.06,333.19,0.98,0.91,Near Colorless,Very Slightly Included
2.06,Premium,G,SI2,60.7,58.0,13908,8.18,8.25,4.99,336.75,0.99,0.96,Near Colorless,Slightly Included
1.12,Premium,H,SI2,62.4,58.0,4065,6.58,6.63,4.12,179.74,0.99,0.93,Near Colorless,Slightly Included
0.9,Very Good,D,SI1,61.8,59.0,4291,6.13,6.16,3.8,143.49,1.0,0.95,Colorless,Slightly Included
0.31,Ideal,D,VS2,59.0,57.0,734,4.44,4.48,2.63,52.31,0.99,0.97,Colorless,Very Slightly Included
0.9,Very Good,G,VVS2,63.0,58.0,4565,6.07,6.15,3.85,143.72,0.99,0.92,Near Colorless,Very Very Slightly Included
0.57,Very Good,G,VS2,59.9,54.6,1633,5.43,5.46,3.26,96.65,0.99,0.91,Near Colorless,Very Slightly Included
0.91,Premium,E,SI1,62.2,58.0,3665,6.29,6.18,3.86,150.05,1.02,0.93,Colorless,Slightly Included
1.01,Premium,G,SI2,62.1,61.0,4038,6.38,6.27,3.93,157.21,1.02,0.98,Near Colorless,Slightly Included
0.66,Ideal,D,VS2,61.8,56.0,1981,5.6,5.57,3.45,107.61,1.01,0.91,Colorless,Very Slightly Included
1.03,Fair,G,SI2,65.7,59.0,2942,6.3,6.24,4.12,161.97,1.01,0.9,Near Colorless,Slightly Included
0.37,Ideal,H,VS2,62.0,54.0,603,4.64,4.65,2.88,62.14,1.0,0.87,Near Colorless,Very Slightly Included
1.69,Premium,J,I1,60.2,61.0,5277,7.79,7.7,4.66,279.52,1.01,1.01,Near Colorless,Included
0.77,Ideal,E,SI2,62.1,56.0,2753,5.84,5.86,3.63,124.23,1.0,0.9,Colorless,Slightly Included
1.02,Premium,F,VS2,63.0,60.0,5704,6.41,6.35,4.02,163.63,1.01,0.95,Colorless,Very Slightly Included
0.3,Good,G,SI1,63.8,56.0,574,4.3,4.26,2.73,50.01,1.01,0.88,Near Colorless,Slightly Included
0.53,Premium,H,SI2,62.5,60.0,1113,5.18,5.16,3.23,86.33,1.0,0.96,Near Colorless,Slightly Included
0.7,Premium,I,VVS1,59.1,60.0,2513,5.77,5.8,3.42,114.45,0.99,1.02,Near Colorless,Very Very Slightly Included
0.33,Ideal,D,SI1,62.7,55.0,608,4.4,4.44,2.77,54.11,0.99,0.88,Colorless,Slightly Included
0.43,Ideal,G,VS2,62.4,56.0,1093,4.87,4.84,3.02,71.18,1.01,0.9,Near Colorless,Very Slightly Included
0.6,Ideal,G,VS1,62.2,55.0,2061,5.41,5.45,3.38,99.66,0.99,0.88,Near Colorless,Very Slightly Included
1.26,Ideal,H,SI1,61.6,56.0,8110,6.88,6.93,4.26,203.11,0.99,0.91,Near Colorless,Slightly Included
0.59,Very Good,F,SI2,63.7,57.0,1265,5.31,5.36,3.4,96.77,0.99,0.89,Colorless,Slightly Included
0.9,Premium,E,SI2,62.6,60.0,3599,6.18,6.09,3.84,144.52,1.01,0.96,Colorless,Slightly Included
1.22,Premium,I,SI1,61.3,58.0,5602,6.94,6.9,4.24,203.04,1.01,0.95,Near Colorless,Slightly Included
1.2,Fair,F,I1,64.6,56.0,2809,6.73,6.66,4.33,194.08,1.01,0.87,Colorless,Included
0.41,Very Good,E,SI1,61.8,60.0,705,4.74,4.78,2.94,66.61,0.99,0.97,Colorless,Slightly Included
1.38,Premium,G,SI2,58.3,59.0,5487,7.34,7.27,4.26,227.32,1.01,1.01,Near Colorless,Slightly Included
1.5,Very Good,E,SI2,63.5,60.0,6300,7.19,7.12,4.54,232.42,1.01,0.94,Colorless,Slightly Included
1.01,Good,E,SI2,58.5,61.0,4506,6.51,6.55,3.82,162.89,0.99,1.04,Colorless,Slightly Included
1.5,Very Good,H,SI2,62.0,63.0,7161,7.24,7.28,4.5,237.18,0.99,1.02,Near Colorless,Slightly Included
1.0,Good,G,SI2,63.8,56.0,3949,6.23,6.31,4.0,157.25,0.99,0.88,Near Colorless,Slightly Included
0.49,Premium,J,SI2,59.8,59.0,900,5.14,5.12,3.07,80.79,1.0,0.99,Near Colorless,Slightly Included
1.09,Premium,H,SI2,62.5,58.0,4639,6.61,6.55,4.11,177.94,1.01,0.93,Near Colorless,Slightly Included
1.68,Ideal,D,SI2,62.7,55.0,11147,7.45,7.58,4.71,265.98,0.98,0.88,Colorless,Slightly Included
0.57,Good,H,SI1,63.1,54.0,1218,5.28,5.3,3.34,93.47,1.0,0.86,Near Colorless,Slightly Included
0.7,Ideal,I,SI2,62.3,55.0,1874,5.67,5.72,3.55,115.14,0.99,0.88,Near Colorless,Slightly Included
0.7,Ideal,H,SI2,61.6,56.0,2202,5.69,5.71,3.51,114.04,1.0,0.91,Near Colorless,Slightly Included
1.01,Ideal,F,VS1,61.8,57.0,8860,6.41,6.46,3.98,164.81,0.99,0.92,Colorless,Very Slightly Included
1.32,Good,J,VS1,62.6,62.0,6147,6.92,7.01,4.36,211.5,0.99,0.99,Near Colorless,Very Slightly Included
0.52,Ideal,D,SI1,62.4,57.0,1720,5.18,5.14,3.22,85.73,1.01,0.91,Colorless,Slightly Included
1.06,Premium,E,SI2,60.5,60.0,4652,6.61,6.67,4.02,177.24,0.99,0.99,Colorless,Slightly Included
0.59,Premium,G,I1,59.7,59.0,940,5.48,5.45,3.26,97.36,1.01,0.99,Near Colorless,Included
0.42,Premium,G,VS1,59.4,59.0,984,4.9,4.86,2.9,69.06,1.01,0.99,Near Colorless,Very Slightly Included
0.71,Ideal,F,VS2,61.8,55.0,3516,5.74,5.76,3.55,117.37,1.0,0.89,Colorless,Very Slightly Included
0.56,Ideal,G,SI1,61.2,54.0,1633,5.36,5.32,3.27,93.24,1.01,0.88,Near Colorless,Slightly Included
1.01,Premium,F,VS1,61.3,58.0,6999,6.44,6.52,3.97,166.7,0.99,0.95,Colorless,Very Slightly Included
0.42,Premium,G,VVS1,59.3,59.0,1179,4.9,4.92,2.91,70.15,1.0,0.99,Near Colorless,Very Very Slightly Included
0.4,Premium,F,VVS1,60.2,59.0,1323,4.76,4.74,2.86,64.53,1.0,0.98,Colorless,Very Very Slightly Included
0.57,Very Good,F,VS2,59.5,57.0,1754,5.39,5.43,3.22,94.24,0.99,0.96,Colorless,Very Slightly Included
0.34,Ideal,D,IF,62.1,57.0,2346,4.52,4.46,2.79,56.24,1.01,0.92,Colorless,Internally Flawless
1.04,Very Good,G,VS2,61.3,58.0,5964,6.45,6.53,3.98,167.63,0.99,0.95,Near Colorless,Very Slightly Included
0.5,Premium,D,VS2,61.1,58.0,1683,5.18,5.09,3.14,82.79,1.02,0.95,Colorless,Very Slightly Included
1.2,Ideal,I,VS1,62.5,55.0,6639,6.76,6.81,4.24,195.19,0.99,0.88,Near Colorless,Very Slightly Included
1.0,Very Good,F,VVS2,61.1,55.0,8227,6.49,6.51,3.97,167.73,1.0,0.9,Colorless,Very Very Slightly Included
1.31,Premium,J,SI1,60.7,58.0,4475,7.11,7.06,4.3,215.85,1.01,0.96,Near Colorless,Slightly Included
0.52,Ideal,D,VS2,61.8,55.0,1822,5.16,5.19,3.2,85.7,0.99,0.89,Colorless,Very Slightly Included
1.02,Good,F,VS2,63.3,59.0,6479,6.37,6.4,4.04,164.7,1.0,0.93,Colorless,Very Slightly Included
1.31,Ideal,E,VS1,61.7,55.0,10711,7.11,7.05,4.37,219.05,1.01,0.89,Colorless,Very Slightly Included
0.41,Premium,G,VS2,59.8,58.0,1061,4.84,4.8,2.88,66.91,1.01,0.97,Near Colorless,Very Slightly Included
1.01,Very Good,E,VVS2,61.7,60.0,9930,6.32,6.35,3.91,156.92,1.0,0.97,Colorless,Very Very Slightly Included
0.51,Good,H,SI2,56.7,60.0,1060,5.38,5.35,3.04,87.5,1.01,1.06,Near Colorless,Slightly Included
0.4,Premium,D,SI1,60.8,59.0,772,4.77,4.8,2.91,66.63,0.99,0.97,Colorless,Slightly Included
0.42,Ideal,F,VS1,60.9,57.0,1031,4.84,4.88,2.96,69.91,0.99,0.94,Colorless,Very Slightly Included
0.81,Premium,E,SI2,62.5,59.0,2901,5.97,5.9,3.71,130.68,1.01,0.94,Colorless,Slightly Included
1.73,Very Good,I,SI1,60.9,59.0,11554,7.71,7.68,4.69,277.71,1.0,0.97,Near Colorless,Slightly Included
0.36,Ideal,D,SI1,61.2,57.0,663,4.59,4.63,2.82,59.93,0.99,0.93,Colorless,Slightly Included
0.42,Ideal,F,VVS2,62.2,56.0,1221,4.82,4.79,2.99,69.03,1.01,0.9,Colorless,Very Very Slightly Included
0.52,Ideal,D,I1,61.1,57.0,971,5.18,5.2,3.17,85.39,1.0,0.93,Colorless,Included
0.23,Very Good,F,VS1,60.0,57.0,402,4.0,4.03,2.41,38.85,0.99,0.95,Colorless,Very Slightly Included
0.77,Good,G,VS1,59.4,64.0,2788,5.97,5.92,3.53,124.76,1.01,1.08,Near Colorless,Very Slightly Included
0.91,Ideal,F,SI2,62.4,57.0,3812,6.18,6.22,3.87,148.76,0.99,0.91,Colorless,Slightly Included
0.46,Premium,G,SI1,60.6,59.0,1063,5.04,5.0,3.04,76.61,1.01,0.97,Near Colorless,Slightly Included
0.7,Very Good,E,SI2,60.4,59.0,2453,5.7,5.75,3.46,113.4,0.99,0.98,Colorless,Slightly Included
0.71,Premium,F,SI2,62.2,57.0,2040,5.66,5.6,3.5,110.94,1.01,0.92,Colorless,Slightly Included
2.01,Ideal,H,SI1,61.6,57.0,17403,8.1,8.04,4.97,323.67,1.01,0.93,Near Colorless,Slightly Included
1.55,Very Good,H,VS2,63.3,56.0,10546,7.38,7.32,4.65,251.2,1.01,0.88,Near Colorless,Very Slightly Included
0.85,Very Good,E,VS2,60.2,60.0,3871,6.09,6.14,3.68,137.6,0.99,1.0,Colorless,Very Slightly Included
0.32,Good,G,VS1,63.2,55.0,645,4.37,4.39,2.77,53.14,1.0,0.87,Near Colorless,Very Slightly Included
1.51,Very Good,I,VS2,60.4,58.0,9178,7.36,7.42,4.46,243.57,0.99,0.96,Near Colorless,Very Slightly Included
0.39,Ideal,F,VVS2,60.4,60.0,1031,4.73,4.78,2.87,64.89,0.99,0.99,Colorless,Very Very Slightly Included
0.52,Premium,G,VS1,62.6,59.0,1689,5.08,5.11,3.19,82.81,0.99,0.94,Near Colorless,Very Slightly Included
1.51,Fair,I,I1,65.7,61.0,5074,7.08,7.02,4.63,230.12,1.01,0.93,Near Colorless,Included
1.08,Fair,J,VS2,65.1,54.0,3980,6.47,6.44,4.2,175.0,1.0,0.83,Near Colorless,Very Slightly Included
0.4,Very Good,E,VVS2,60.3,59.0,1017,4.74,4.78,2.87,65.03,0.99,0.98,Colorless,Very Very Slightly Included
0.31,Good,F,VS2,63.7,59.0,749,4.31,4.26,2.73,50.12,1.01,0.93,Colorless,Very Slightly Included
0.51,Ideal,G,VS1,61.7,55.0,1781,5.17,5.14,3.18,84.5,1.01,0.89,Near Colorless,Very Slightly Included
1.0,Good,E,SI2,63.3,58.0,4496,6.32,6.35,4.01,160.93,1.0,0.92,Colorless,Slightly Included
1.01,Premium,F,SI2,62.2,59.0,5096,6.41,6.38,3.98,162.77,1.0,0.95,Colorless,Slightly Included
1.0,Very Good,G,SI1,58.6,63.0,4218,6.56,6.58,3.85,166.18,1.0,1.08,Near Colorless,Slightly Included
2.02,Ideal,I,SI1,62.3,57.0,15785,8.07,8.11,5.04,329.86,1.0,0.91,Near Colorless,Slightly Included
1.06,Ideal,E,SI1,61.6,56.0,5798,6.55,6.59,4.05,174.82,0.99,0.91,Colorless,Slightly Included
1.03,Ideal,F,VS1,60.7,56.0,7296,6.54,6.6,3.99,172.22,0.99,0.92,Colorless,Very Slightly Included
0.9,Premium,D,SI1,62.2,58.0,4693,6.11,6.18,3.82,144.24,0.99,0.93,Colorless,Slightly Included
0.57,Ideal,D,VS2,61.8,55.0,1981,5.32,5.34,3.29,93.46,1.0,0.89,Colorless,Very Slightly Included
0.31,Ideal,F,VVS2,61.9,56.0,759,4.32,4.37,2.69,50.78,0.99,0.9,Colorless,Very Very Slightly Included
0.73,Ideal,G,VS1,62.0,55.0,3342,5.74,5.79,3.58,118.98,0.99,0.89,Near Colorless,Very Slightly Included
0.9,Good,G,SI1,57.7,65.0,3669,6.25,6.29,3.62,142.31,0.99,1.13,Near Colorless,Slightly Included
1.51,Premium,I,SI2,62.6,59.0,7162,7.28,7.31,4.57,243.2,1.0,0.94,Near Colorless,Slightly Included
0.41,Ideal,G,IF,61.7,56.0,1259,4.78,4.81,2.96,68.06,0.99,0.91,Near Colorless,Internally Flawless
1.07,Ideal,E,SI2,61.6,55.0,4564,6.62,6.59,4.07,177.56,1.0,0.89,Colorless,Slightly Included
0.35,Premium,D,VS2,61.9,58.0,829,4.51,4.6,2.82,58.5,0.98,0.94,Colorless,Very Slightly Included
0.33,Premium,G,VVS1,61.2,60.0,1114,4.44,4.42,2.71,53.18,1.0,0.98,Near Colorless,Very Very Slightly Included
0.58,Ideal,I,VVS1,62.3,53.0,1580,5.38,5.4,3.36,97.61,1.0,0.85,Near Colorless,Very Very Slightly Included
1.29,Premium,D,SI2,59.4,62.0,6935,7.06,6.99,4.17,205.79,1.01,1.04,Colorless,Slightly Included
0.33,Ideal,G,IF,61.9,55.0,946,4.44,4.45,2.75,54.33,1.0,0.89,Near Colorless,Internally Flawless
0.28,Very Good,H,VS1,62.4,56.0,429,4.2,4.23,2.63,46.72,0.99,0.9,Near Colorless,Very Slightly Included
0.5,Ideal,F,VS1,62.5,57.0,1838,5.09,5.06,3.17,81.64,1.01,0.91,Colorless,Very Slightly Included
0.72,Very Good,I,VS2,63.9,58.0,2337,5.65,5.68,3.62,116.17,0.99,0.91,Near Colorless,Very Slightly Included
0.32,Ideal,G,SI2,61.3,56.0,407,4.44,4.47,2.73,54.18,0.99,0.91,Near Colorless,Slightly Included
0.25,Very Good,I,VVS2,61.6,56.0,455,4.06,4.09,2.51,41.68,0.99,0.91,Near Colorless,Very Very Slightly Included
0.56,Ideal,E,VS2,60.9,56.0,1915,5.35,5.32,3.25,92.5,1.01,0.92,Colorless,Very Slightly Included
0.51,Premium,E,VS2,62.5,59.0,1656,5.06,5.11,3.18,82.22,0.99,0.94,Colorless,Very Slightly Included
0.42,Ideal,F,VVS1,62.0,55.0,1389,4.84,4.81,2.99,69.61,1.01,0.89,Colorless,Very Very Slightly Included
0.53,Ideal,D,VS2,61.2,56.0,1857,5.2,5.23,3.19,86.76,0.99,0.92,Colorless,Very Slightly Included
0.4,Very Good,G,SI1,60.0,63.0,702,4.76,4.8,2.87,65.57,0.99,1.05,Near Colorless,Slightly Included
0.6,Ideal,E,VS2,62.0,57.0,2061,5.41,5.42,3.36,98.52,1.0,0.92,Colorless,Very Slightly Included
0.51,Very Good,F,VS2,62.9,57.0,1569,5.09,5.11,3.21,83.49,1.0,0.91,Colorless,Very Slightly Included
1.04,Fair,F,SI1,66.9,62.0,4403,6.22,6.15,4.14,158.37,1.01,0.93,Colorless,Slightly Included
0.3,Ideal,F,VVS2,61.8,55.0,694,4.33,4.35,2.68,50.48,1.0,0.89,Colorless,Very Very Slightly Included
0.4,Ideal,G,VVS1,61.5,59.0,1051,4.71,4.75,2.91,65.1,0.99,0.96,Near Colorless,Very Very Slightly Included
1.22,Ideal,I,VS1,62.6,57.0,6887,6.8,6.76,4.24,194.9,1.01,0.91,Near Colorless,Very Slightly Included
0.95,Good,I,SI2,63.8,57.0,2905,6.23,6.13,3.94,150.47,1.02,0.89,Near Colorless,Slightly Included
0.38,Very Good,I,VS1,60.1,60.0,606,4.66,4.72,2.82,62.03,0.99,1.0,Near Colorless,Very Slightly Included
0.74,Ideal,D,VS1,61.7,55.0,3746,5.85,5.79,3.59,121.6,1.01,0.89,Colorless,Very Slightly Included
1.01,Fair,D,VS2,65.6,61.0,6176,6.21,6.16,4.06,155.31,1.01,0.93,Colorless,Very Slightly Included
0.73,Ideal,G,VS2,61.7,56.0,3154,5.79,5.81,3.58,120.43,1.0,0.91,Near Colorless,Very Slightly Included
0.4,Premium,F,VS2,59.7,58.0,842,4.79,4.83,2.87,66.4,0.99,0.97,Colorless,Very Slightly Included
0.43,Premium,F,VVS1,60.3,58.0,1422,4.91,4.88,2.95,70.68,1.01,0.96,Colorless,Very Very Slightly Included
1.02,Premium,G,VS2,62.1,58.0,6397,6.5,6.44,4.02,168.28,1.01,0.93,Near Colorless,Very Slightly Included
0.3,Very Good,F,VVS2,62.5,56.0,730,4.26,4.29,2.67,48.8,0.99,0.9,Colorless,Very Very Slightly Included
